fact_id,kg_exact,kg_sp_count,kg_po_count
http://swc2017.aksw.org/task2/dataset/3457895,1,1,15
http://swc2017.aksw.org/task2/dataset/3458017,0,1,21
http://swc2017.aksw.org/task2/dataset/3458222,0,1,11
http://swc2017.aksw.org/task2/dataset/3459313,0,1,2
http://swc2017.aksw.org/task2/dataset/3459899,0,1,13
http://swc2017.aksw.org/task2/dataset/3459920,1,2,1
http://swc2017.aksw.org/task2/dataset/3460931,1,1,20
http://swc2017.aksw.org/task2/dataset/3461481,0,0,0
http://swc2017.aksw.org/task2/dataset/3461746,0,1,0
http://swc2017.aksw.org/task2/dataset/3462271,1,1,2
http://swc2017.aksw.org/task2/dataset/3463164,0,0,0
http://swc2017.aksw.org/task2/dataset/3463174,0,1,0
http://swc2017.aksw.org/task2/dataset/3464073,1,1,1
http://swc2017.aksw.org/task2/dataset/3464156,0,1,0
http://swc2017.aksw.org/task2/dataset/3465469,1,1,5
http://swc2017.aksw.org/task2/dataset/3465536,0,1,1
http://swc2017.aksw.org/task2/dataset/3465758,1,1,94
http://swc2017.aksw.org/task2/dataset/3465770,1,1,92
http://swc2017.aksw.org/task2/dataset/3466202,0,0,0
http://swc2017.aksw.org/task2/dataset/3466657,0,1,30
http://swc2017.aksw.org/task2/dataset/3467861,0,1,0
http://swc2017.aksw.org/task2/dataset/3468359,1,1,8
http://swc2017.aksw.org/task2/dataset/3468773,1,1,15
http://swc2017.aksw.org/task2/dataset/3468871,0,1,1
http://swc2017.aksw.org/task2/dataset/3470395,1,1,51
http://swc2017.aksw.org/task2/dataset/3471538,0,1,3
http://swc2017.aksw.org/task2/dataset/3472912,0,0,13
http://swc2017.aksw.org/task2/dataset/3473329,0,1,20
http://swc2017.aksw.org/task2/dataset/3473498,0,0,0
http://swc2017.aksw.org/task2/dataset/3473552,0,0,31
http://swc2017.aksw.org/task2/dataset/3473649,0,1,0
http://swc2017.aksw.org/task2/dataset/3473828,0,0,0
http://swc2017.aksw.org/task2/dataset/3474196,0,0,0
http://swc2017.aksw.org/task2/dataset/3474948,1,1,39
http://swc2017.aksw.org/task2/dataset/3474954,1,1,9
http://swc2017.aksw.org/task2/dataset/3476101,0,1,10
http://swc2017.aksw.org/task2/dataset/3476200,1,1,76
http://swc2017.aksw.org/task2/dataset/3476819,0,0,3
http://swc2017.aksw.org/task2/dataset/3476830,1,1,33
http://swc2017.aksw.org/task2/dataset/3477685,1,1,20
http://swc2017.aksw.org/task2/dataset/3478149,0,1,0
http://swc2017.aksw.org/task2/dataset/3478281,1,1,29
http://swc2017.aksw.org/task2/dataset/3480145,0,1,0
http://swc2017.aksw.org/task2/dataset/3480842,0,1,0
http://swc2017.aksw.org/task2/dataset/3482248,0,0,0
http://swc2017.aksw.org/task2/dataset/3483100,1,1,17
http://swc2017.aksw.org/task2/dataset/3484161,0,0,0
http://swc2017.aksw.org/task2/dataset/3484196,1,1,5
http://swc2017.aksw.org/task2/dataset/3484559,0,1,4
http://swc2017.aksw.org/task2/dataset/3484892,0,1,3
http://swc2017.aksw.org/task2/dataset/3485064,0,0,0
http://swc2017.aksw.org/task2/dataset/3485177,1,1,2
http://swc2017.aksw.org/task2/dataset/3485361,0,0,52
http://swc2017.aksw.org/task2/dataset/3485541,0,1,0
http://swc2017.aksw.org/task2/dataset/3485659,0,1,0
http://swc2017.aksw.org/task2/dataset/3486414,0,0,0
http://swc2017.aksw.org/task2/dataset/3486566,1,1,21
http://swc2017.aksw.org/task2/dataset/3487026,0,0,0
http://swc2017.aksw.org/task2/dataset/3487950,1,1,19
http://swc2017.aksw.org/task2/dataset/3487980,0,0,0
http://swc2017.aksw.org/task2/dataset/3488062,0,1,0
http://swc2017.aksw.org/task2/dataset/3488167,0,0,0
http://swc2017.aksw.org/task2/dataset/3489736,1,1,3
http://swc2017.aksw.org/task2/dataset/3489967,0,0,27
http://swc2017.aksw.org/task2/dataset/3490127,0,1,71
http://swc2017.aksw.org/task2/dataset/3490196,1,1,3
http://swc2017.aksw.org/task2/dataset/3490863,1,1,92
http://swc2017.aksw.org/task2/dataset/3490963,0,1,1
http://swc2017.aksw.org/task2/dataset/3491308,0,1,41
http://swc2017.aksw.org/task2/dataset/3491329,0,4,0
http://swc2017.aksw.org/task2/dataset/3492997,0,0,13
http://swc2017.aksw.org/task2/dataset/3493357,0,0,0
http://swc2017.aksw.org/task2/dataset/3494201,1,1,2
http://swc2017.aksw.org/task2/dataset/3494708,0,0,7
http://swc2017.aksw.org/task2/dataset/3495016,1,1,1
http://swc2017.aksw.org/task2/dataset/3495035,0,1,0
http://swc2017.aksw.org/task2/dataset/3495645,1,2,3
http://swc2017.aksw.org/task2/dataset/3495857,0,1,1
http://swc2017.aksw.org/task2/dataset/3497178,0,1,2
http://swc2017.aksw.org/task2/dataset/3498730,0,1,10
http://swc2017.aksw.org/task2/dataset/3600078,1,7,43
http://swc2017.aksw.org/task2/dataset/3603525,1,6,4
http://swc2017.aksw.org/task2/dataset/3603937,0,0,35
http://swc2017.aksw.org/task2/dataset/3605370,0,7,0
http://swc2017.aksw.org/task2/dataset/3605479,1,6,47
http://swc2017.aksw.org/task2/dataset/3605806,1,5,28
http://swc2017.aksw.org/task2/dataset/3606470,0,0,30
http://swc2017.aksw.org/task2/dataset/3608023,0,0,78
http://swc2017.aksw.org/task2/dataset/3609982,0,0,0
http://swc2017.aksw.org/task2/dataset/3610053,0,0,65
http://swc2017.aksw.org/task2/dataset/3610286,0,6,29
http://swc2017.aksw.org/task2/dataset/3610297,1,12,62
http://swc2017.aksw.org/task2/dataset/3610507,0,0,20
http://swc2017.aksw.org/task2/dataset/3610626,0,2,42
http://swc2017.aksw.org/task2/dataset/3611275,0,0,39
http://swc2017.aksw.org/task2/dataset/3611671,0,0,51
http://swc2017.aksw.org/task2/dataset/3612063,0,10,74
http://swc2017.aksw.org/task2/dataset/3612106,0,0,38
http://swc2017.aksw.org/task2/dataset/3612116,0,0,35
http://swc2017.aksw.org/task2/dataset/3612188,0,0,22
http://swc2017.aksw.org/task2/dataset/3612425,0,0,0
http://swc2017.aksw.org/task2/dataset/3612528,1,10,6
http://swc2017.aksw.org/task2/dataset/3612572,0,0,7
http://swc2017.aksw.org/task2/dataset/3613178,0,7,54
http://swc2017.aksw.org/task2/dataset/3613554,1,6,74
http://swc2017.aksw.org/task2/dataset/3614017,1,12,79
http://swc2017.aksw.org/task2/dataset/3614064,0,6,15
http://swc2017.aksw.org/task2/dataset/3614099,0,7,10
http://swc2017.aksw.org/task2/dataset/3614287,0,0,14
http://swc2017.aksw.org/task2/dataset/3614746,0,0,0
http://swc2017.aksw.org/task2/dataset/3614815,0,7,0
http://swc2017.aksw.org/task2/dataset/3614858,1,12,6
http://swc2017.aksw.org/task2/dataset/3614934,1,7,85
http://swc2017.aksw.org/task2/dataset/3615068,1,7,78
http://swc2017.aksw.org/task2/dataset/3615399,1,7,46
http://swc2017.aksw.org/task2/dataset/3615660,1,7,32
http://swc2017.aksw.org/task2/dataset/3615679,0,0,0
http://swc2017.aksw.org/task2/dataset/3616055,0,0,32
http://swc2017.aksw.org/task2/dataset/3616223,1,6,12
http://swc2017.aksw.org/task2/dataset/3616376,0,12,0
http://swc2017.aksw.org/task2/dataset/3616492,0,6,7
http://swc2017.aksw.org/task2/dataset/3616684,0,0,58
http://swc2017.aksw.org/task2/dataset/3616753,1,12,68
http://swc2017.aksw.org/task2/dataset/3616834,0,0,30
http://swc2017.aksw.org/task2/dataset/3616876,1,7,61
http://swc2017.aksw.org/task2/dataset/3616902,1,6,27
http://swc2017.aksw.org/task2/dataset/3617484,1,10,20
http://swc2017.aksw.org/task2/dataset/3617517,0,7,68
http://swc2017.aksw.org/task2/dataset/3617557,1,7,16
http://swc2017.aksw.org/task2/dataset/3617690,1,6,14
http://swc2017.aksw.org/task2/dataset/3617790,0,0,0
http://swc2017.aksw.org/task2/dataset/3617805,0,0,16
http://swc2017.aksw.org/task2/dataset/3617869,1,10,52
http://swc2017.aksw.org/task2/dataset/3618413,0,2,16
http://swc2017.aksw.org/task2/dataset/3618709,1,8,26
http://swc2017.aksw.org/task2/dataset/3619203,0,7,22
http://swc2017.aksw.org/task2/dataset/3619217,1,10,35
http://swc2017.aksw.org/task2/dataset/3619229,1,8,46
http://swc2017.aksw.org/task2/dataset/3619236,0,0,14
http://swc2017.aksw.org/task2/dataset/3619324,0,5,17
http://swc2017.aksw.org/task2/dataset/3619711,0,0,58
http://swc2017.aksw.org/task2/dataset/3619856,0,10,108
http://swc2017.aksw.org/task2/dataset/3619868,1,12,91
http://swc2017.aksw.org/task2/dataset/3620032,0,7,14
http://swc2017.aksw.org/task2/dataset/3620116,1,10,102
http://swc2017.aksw.org/task2/dataset/3620210,0,6,49
http://swc2017.aksw.org/task2/dataset/3620320,0,7,58
http://swc2017.aksw.org/task2/dataset/3620375,0,0,3
http://swc2017.aksw.org/task2/dataset/3620394,0,10,7
http://swc2017.aksw.org/task2/dataset/3620400,0,7,16
http://swc2017.aksw.org/task2/dataset/3620462,0,0,0
http://swc2017.aksw.org/task2/dataset/3620617,0,10,0
http://swc2017.aksw.org/task2/dataset/3620807,0,0,0
http://swc2017.aksw.org/task2/dataset/3621212,0,2,46
http://swc2017.aksw.org/task2/dataset/3621391,0,0,0
http://swc2017.aksw.org/task2/dataset/3621446,1,8,46
http://swc2017.aksw.org/task2/dataset/3621647,0,0,57
http://swc2017.aksw.org/task2/dataset/3625278,0,0,61
http://swc2017.aksw.org/task2/dataset/3625518,0,10,62
http://swc2017.aksw.org/task2/dataset/3626253,0,0,0
http://swc2017.aksw.org/task2/dataset/3627755,0,10,65
http://swc2017.aksw.org/task2/dataset/3628149,0,6,79
http://swc2017.aksw.org/task2/dataset/3628538,1,6,45
http://swc2017.aksw.org/task2/dataset/3628954,1,5,17
http://swc2017.aksw.org/task2/dataset/3629301,1,10,102
http://swc2017.aksw.org/task2/dataset/3631502,0,8,40
http://swc2017.aksw.org/task2/dataset/3633071,0,7,10
http://swc2017.aksw.org/task2/dataset/3633211,0,0,58
http://swc2017.aksw.org/task2/dataset/3636386,1,6,67
http://swc2017.aksw.org/task2/dataset/3637083,1,10,78
http://swc2017.aksw.org/task2/dataset/3637972,1,10,57
http://swc2017.aksw.org/task2/dataset/3638988,1,6,30
http://swc2017.aksw.org/task2/dataset/3640584,1,2,7
http://swc2017.aksw.org/task2/dataset/3641644,0,2,36
http://swc2017.aksw.org/task2/dataset/3642843,0,5,61
http://swc2017.aksw.org/task2/dataset/3642887,0,6,52
http://swc2017.aksw.org/task2/dataset/3643032,0,6,67
http://swc2017.aksw.org/task2/dataset/3643040,1,6,65
http://swc2017.aksw.org/task2/dataset/3643255,1,7,28
http://swc2017.aksw.org/task2/dataset/3643300,1,6,45
http://swc2017.aksw.org/task2/dataset/3643468,0,5,102
http://swc2017.aksw.org/task2/dataset/3644888,1,7,40
http://swc2017.aksw.org/task2/dataset/3646687,1,10,42
http://swc2017.aksw.org/task2/dataset/3649103,0,0,15
http://swc2017.aksw.org/task2/dataset/3649493,1,6,20
http://swc2017.aksw.org/task2/dataset/3652120,0,0,6
http://swc2017.aksw.org/task2/dataset/3652951,0,2,29
http://swc2017.aksw.org/task2/dataset/3653160,1,6,10
http://swc2017.aksw.org/task2/dataset/3654346,1,6,13
http://swc2017.aksw.org/task2/dataset/3655445,0,0,54
http://swc2017.aksw.org/task2/dataset/3657619,1,6,22
http://swc2017.aksw.org/task2/dataset/3657753,0,7,28
http://swc2017.aksw.org/task2/dataset/3657858,1,6,15
http://swc2017.aksw.org/task2/dataset/3658409,0,6,73
http://swc2017.aksw.org/task2/dataset/3658486,0,0,33
http://swc2017.aksw.org/task2/dataset/3658958,1,6,15
http://swc2017.aksw.org/task2/dataset/3659501,1,10,51
http://swc2017.aksw.org/task2/dataset/3659602,0,6,57
http://swc2017.aksw.org/task2/dataset/3659625,0,0,85
http://swc2017.aksw.org/task2/dataset/3660361,1,2,7
http://swc2017.aksw.org/task2/dataset/3660951,0,10,28
http://swc2017.aksw.org/task2/dataset/3660997,0,0,95
http://swc2017.aksw.org/task2/dataset/3662987,0,12,57
http://swc2017.aksw.org/task2/dataset/3663154,1,5,66
http://swc2017.aksw.org/task2/dataset/3665527,0,7,35
http://swc2017.aksw.org/task2/dataset/3666148,0,0,17
http://swc2017.aksw.org/task2/dataset/3669442,0,0,45
http://swc2017.aksw.org/task2/dataset/3669935,1,7,108
http://swc2017.aksw.org/task2/dataset/3670070,1,2,6
http://swc2017.aksw.org/task2/dataset/3670534,0,6,20
http://swc2017.aksw.org/task2/dataset/3675965,0,0,0
http://swc2017.aksw.org/task2/dataset/3676376,0,12,8
http://swc2017.aksw.org/task2/dataset/3679636,0,0,66
http://swc2017.aksw.org/task2/dataset/3681647,0,6,61
http://swc2017.aksw.org/task2/dataset/3682299,0,12,15
http://swc2017.aksw.org/task2/dataset/3682468,0,0,49
http://swc2017.aksw.org/task2/dataset/3682513,1,7,49
http://swc2017.aksw.org/task2/dataset/3682722,0,0,12
http://swc2017.aksw.org/task2/dataset/3685079,0,6,6
http://swc2017.aksw.org/task2/dataset/3686167,1,2,6
http://swc2017.aksw.org/task2/dataset/3691489,1,7,67
http://swc2017.aksw.org/task2/dataset/3694830,0,6,30
http://swc2017.aksw.org/task2/dataset/3695286,1,2,6
http://swc2017.aksw.org/task2/dataset/3695379,1,7,62
http://swc2017.aksw.org/task2/dataset/3695414,1,6,29
http://swc2017.aksw.org/task2/dataset/3695487,0,0,62
http://swc2017.aksw.org/task2/dataset/3696062,0,7,24
http://swc2017.aksw.org/task2/dataset/3696506,1,12,95
http://swc2017.aksw.org/task2/dataset/3800008,0,0,1
http://swc2017.aksw.org/task2/dataset/3800494,0,0,0
http://swc2017.aksw.org/task2/dataset/3800661,1,1,53
http://swc2017.aksw.org/task2/dataset/3800728,1,1,473
http://swc2017.aksw.org/task2/dataset/3800999,0,1,0
http://swc2017.aksw.org/task2/dataset/3801427,0,1,0
http://swc2017.aksw.org/task2/dataset/3802038,1,1,18
http://swc2017.aksw.org/task2/dataset/3802053,0,1,0
http://swc2017.aksw.org/task2/dataset/3802319,0,0,97
http://swc2017.aksw.org/task2/dataset/3802707,0,2,97
http://swc2017.aksw.org/task2/dataset/3803384,1,1,494
http://swc2017.aksw.org/task2/dataset/3803387,1,2,1276
http://swc2017.aksw.org/task2/dataset/3803966,0,0,2
http://swc2017.aksw.org/task2/dataset/3804112,0,1,3
http://swc2017.aksw.org/task2/dataset/3804340,1,2,711
http://swc2017.aksw.org/task2/dataset/3804372,0,0,306
http://swc2017.aksw.org/task2/dataset/3804697,1,1,12666
http://swc2017.aksw.org/task2/dataset/3804758,0,0,5292
http://swc2017.aksw.org/task2/dataset/3804853,0,0,1784
http://swc2017.aksw.org/task2/dataset/3805131,1,3,812
http://swc2017.aksw.org/task2/dataset/3805667,1,3,1969
http://swc2017.aksw.org/task2/dataset/3805866,1,1,653
http://swc2017.aksw.org/task2/dataset/3805868,0,0,0
http://swc2017.aksw.org/task2/dataset/3805994,1,3,3014
http://swc2017.aksw.org/task2/dataset/3806042,0,0,0
http://swc2017.aksw.org/task2/dataset/3806287,0,0,1409
http://swc2017.aksw.org/task2/dataset/3806900,1,2,34
http://swc2017.aksw.org/task2/dataset/3806934,0,2,525
http://swc2017.aksw.org/task2/dataset/3807612,0,0,689
http://swc2017.aksw.org/task2/dataset/3807642,0,3,153
http://swc2017.aksw.org/task2/dataset/3808501,0,4,0
http://swc2017.aksw.org/task2/dataset/3808752,1,2,377
http://swc2017.aksw.org/task2/dataset/3808882,0,0,0
http://swc2017.aksw.org/task2/dataset/3809021,0,0,329
http://swc2017.aksw.org/task2/dataset/3809267,0,2,670
http://swc2017.aksw.org/task2/dataset/3809393,0,0,313
http://swc2017.aksw.org/task2/dataset/3810045,0,0,5027
http://swc2017.aksw.org/task2/dataset/3810128,1,2,2761
http://swc2017.aksw.org/task2/dataset/3810221,1,1,655
http://swc2017.aksw.org/task2/dataset/3810244,0,0,10
http://swc2017.aksw.org/task2/dataset/3810262,1,1,331
http://swc2017.aksw.org/task2/dataset/3810350,0,0,876
http://swc2017.aksw.org/task2/dataset/3810389,0,2,12666
http://swc2017.aksw.org/task2/dataset/3810435,0,0,45
http://swc2017.aksw.org/task2/dataset/3810544,1,1,157
http://swc2017.aksw.org/task2/dataset/3810658,0,0,0
http://swc2017.aksw.org/task2/dataset/3810671,1,2,948
http://swc2017.aksw.org/task2/dataset/3810676,0,0,0
http://swc2017.aksw.org/task2/dataset/3810742,0,0,0
http://swc2017.aksw.org/task2/dataset/3810813,1,3,1
http://swc2017.aksw.org/task2/dataset/3810827,0,2,5292
http://swc2017.aksw.org/task2/dataset/3810833,1,1,436
http://swc2017.aksw.org/task2/dataset/3810871,1,1,306
http://swc2017.aksw.org/task2/dataset/3810943,1,1,660
http://swc2017.aksw.org/task2/dataset/3810962,1,2,6289
http://swc2017.aksw.org/task2/dataset/3811047,0,2,210
http://swc2017.aksw.org/task2/dataset/3811106,1,2,2016
http://swc2017.aksw.org/task2/dataset/3811138,1,1,1
http://swc2017.aksw.org/task2/dataset/3811313,0,0,35
http://swc2017.aksw.org/task2/dataset/3811411,0,0,5235
http://swc2017.aksw.org/task2/dataset/3811429,0,0,0
http://swc2017.aksw.org/task2/dataset/3811478,0,0,65
http://swc2017.aksw.org/task2/dataset/3811599,1,1,1
http://swc2017.aksw.org/task2/dataset/3811618,0,3,0
http://swc2017.aksw.org/task2/dataset/3811634,1,2,473
http://swc2017.aksw.org/task2/dataset/3811642,1,2,62
http://swc2017.aksw.org/task2/dataset/3811928,1,3,5
http://swc2017.aksw.org/task2/dataset/3812080,1,1,10
http://swc2017.aksw.org/task2/dataset/3812127,0,1,23
http://swc2017.aksw.org/task2/dataset/3812179,0,0,0
http://swc2017.aksw.org/task2/dataset/3812225,0,2,9677
http://swc2017.aksw.org/task2/dataset/3812234,0,0,4
http://swc2017.aksw.org/task2/dataset/3812265,0,0,7074
http://swc2017.aksw.org/task2/dataset/3812322,0,2,29
http://swc2017.aksw.org/task2/dataset/3812413,0,2,0
http://swc2017.aksw.org/task2/dataset/3812460,1,1,6289
http://swc2017.aksw.org/task2/dataset/3812463,0,1,0
http://swc2017.aksw.org/task2/dataset/3812548,1,1,149
http://swc2017.aksw.org/task2/dataset/3812588,0,0,813
http://swc2017.aksw.org/task2/dataset/3812706,0,0,18
http://swc2017.aksw.org/task2/dataset/3812907,1,2,3477
http://swc2017.aksw.org/task2/dataset/3812924,0,0,96
http://swc2017.aksw.org/task2/dataset/3812960,0,1,178
http://swc2017.aksw.org/task2/dataset/3812966,0,2,1396
http://swc2017.aksw.org/task2/dataset/3812988,1,1,100
http://swc2017.aksw.org/task2/dataset/3813045,0,0,1409
http://swc2017.aksw.org/task2/dataset/3813051,1,1,17
http://swc2017.aksw.org/task2/dataset/3813076,1,1,30
http://swc2017.aksw.org/task2/dataset/3813137,0,2,0
http://swc2017.aksw.org/task2/dataset/3813159,0,0,0
http://swc2017.aksw.org/task2/dataset/3813329,0,1,2
http://swc2017.aksw.org/task2/dataset/3813375,0,0,489
http://swc2017.aksw.org/task2/dataset/3813426,0,2,9677
http://swc2017.aksw.org/task2/dataset/3813432,0,0,719
http://swc2017.aksw.org/task2/dataset/3813543,0,2,5292
http://swc2017.aksw.org/task2/dataset/3813560,0,0,12666
http://swc2017.aksw.org/task2/dataset/3813592,1,1,1
http://swc2017.aksw.org/task2/dataset/3813641,0,0,0
http://swc2017.aksw.org/task2/dataset/3813728,1,1,1
http://swc2017.aksw.org/task2/dataset/3813754,1,2,100
http://swc2017.aksw.org/task2/dataset/3813756,0,1,0
http://swc2017.aksw.org/task2/dataset/3813820,0,0,0
http://swc2017.aksw.org/task2/dataset/3813852,0,0,1382
http://swc2017.aksw.org/task2/dataset/3813925,0,2,0
http://swc2017.aksw.org/task2/dataset/3814095,1,2,46
http://swc2017.aksw.org/task2/dataset/3814132,0,2,30
http://swc2017.aksw.org/task2/dataset/3814237,0,0,876
http://swc2017.aksw.org/task2/dataset/3814271,1,2,328
http://swc2017.aksw.org/task2/dataset/3814297,1,3,2496
http://swc2017.aksw.org/task2/dataset/3814323,1,1,198
http://swc2017.aksw.org/task2/dataset/3814430,0,0,7074
http://swc2017.aksw.org/task2/dataset/3814637,0,2,5292
http://swc2017.aksw.org/task2/dataset/3814664,0,1,0
http://swc2017.aksw.org/task2/dataset/3814745,0,2,0
http://swc2017.aksw.org/task2/dataset/3814794,0,0,1
http://swc2017.aksw.org/task2/dataset/3814822,1,1,520
http://swc2017.aksw.org/task2/dataset/3814832,0,0,5027
http://swc2017.aksw.org/task2/dataset/3815053,0,1,33
http://swc2017.aksw.org/task2/dataset/3815335,0,0,5235
http://swc2017.aksw.org/task2/dataset/3815427,1,1,22
http://swc2017.aksw.org/task2/dataset/3815621,1,2,465
http://swc2017.aksw.org/task2/dataset/3815742,0,3,5
http://swc2017.aksw.org/task2/dataset/3815854,0,0,0
http://swc2017.aksw.org/task2/dataset/3816210,1,2,4792
http://swc2017.aksw.org/task2/dataset/3816230,1,1,2
http://swc2017.aksw.org/task2/dataset/3816274,0,1,1409
http://swc2017.aksw.org/task2/dataset/3816277,1,1,3
http://swc2017.aksw.org/task2/dataset/3816310,0,0,1743
http://swc2017.aksw.org/task2/dataset/3816323,0,0,1784
http://swc2017.aksw.org/task2/dataset/3816451,1,1,655
http://swc2017.aksw.org/task2/dataset/3816544,1,1,844
http://swc2017.aksw.org/task2/dataset/3816666,1,2,1329
http://swc2017.aksw.org/task2/dataset/3816693,1,2,63
http://swc2017.aksw.org/task2/dataset/3816858,0,2,1349
http://swc2017.aksw.org/task2/dataset/3817075,0,0,3129
http://swc2017.aksw.org/task2/dataset/3817082,0,0,0
http://swc2017.aksw.org/task2/dataset/3817236,1,2,38
http://swc2017.aksw.org/task2/dataset/3817419,0,0,7074
http://swc2017.aksw.org/task2/dataset/3817585,0,0,0
http://swc2017.aksw.org/task2/dataset/3817606,0,0,2761
http://swc2017.aksw.org/task2/dataset/3817892,0,0,1342
http://swc2017.aksw.org/task2/dataset/3818123,1,1,270
http://swc2017.aksw.org/task2/dataset/3818130,0,0,146
http://swc2017.aksw.org/task2/dataset/3818142,0,0,26
http://swc2017.aksw.org/task2/dataset/3818154,0,0,0
http://swc2017.aksw.org/task2/dataset/3818168,0,0,12662
http://swc2017.aksw.org/task2/dataset/3818179,0,0,9677
http://swc2017.aksw.org/task2/dataset/3818227,0,0,0
http://swc2017.aksw.org/task2/dataset/3818271,0,0,0
http://swc2017.aksw.org/task2/dataset/3818307,0,2,210
http://swc2017.aksw.org/task2/dataset/3818361,0,0,2761
http://swc2017.aksw.org/task2/dataset/3818392,0,0,1
http://swc2017.aksw.org/task2/dataset/3818539,0,0,0
http://swc2017.aksw.org/task2/dataset/3818760,0,1,5876
http://swc2017.aksw.org/task2/dataset/3818792,1,2,3109
http://swc2017.aksw.org/task2/dataset/3818794,0,0,1225
http://swc2017.aksw.org/task2/dataset/3818858,0,0,7074
http://swc2017.aksw.org/task2/dataset/3818880,1,1,316
http://swc2017.aksw.org/task2/dataset/3818889,1,1,7074
http://swc2017.aksw.org/task2/dataset/3819075,0,2,0
http://swc2017.aksw.org/task2/dataset/3819118,0,1,2667
http://swc2017.aksw.org/task2/dataset/3819159,0,0,9677
http://swc2017.aksw.org/task2/dataset/3819192,1,1,1258
http://swc2017.aksw.org/task2/dataset/3819198,0,0,10
http://swc2017.aksw.org/task2/dataset/3819616,1,1,2065
http://swc2017.aksw.org/task2/dataset/3819708,1,1,302
http://swc2017.aksw.org/task2/dataset/3819761,1,2,8
http://swc2017.aksw.org/task2/dataset/3819797,0,0,594
http://swc2017.aksw.org/task2/dataset/3819843,0,0,0
http://swc2017.aksw.org/task2/dataset/3819960,1,2,390
http://swc2017.aksw.org/task2/dataset/3819966,0,0,0
http://swc2017.aksw.org/task2/dataset/3820010,1,1,3185
http://swc2017.aksw.org/task2/dataset/3820018,0,0,252
http://swc2017.aksw.org/task2/dataset/3820135,0,0,101
http://swc2017.aksw.org/task2/dataset/3820152,1,1,2
http://swc2017.aksw.org/task2/dataset/3820415,1,3,89
http://swc2017.aksw.org/task2/dataset/3820439,1,2,70
http://swc2017.aksw.org/task2/dataset/3820487,0,0,3
http://swc2017.aksw.org/task2/dataset/3820514,0,0,2667
http://swc2017.aksw.org/task2/dataset/3820541,1,1,22
http://swc2017.aksw.org/task2/dataset/3820586,1,1,6289
http://swc2017.aksw.org/task2/dataset/3820621,1,2,3159
http://swc2017.aksw.org/task2/dataset/3820723,0,2,10
http://swc2017.aksw.org/task2/dataset/3820781,1,2,3
http://swc2017.aksw.org/task2/dataset/3820837,0,1,1171
http://swc2017.aksw.org/task2/dataset/3820909,1,2,475
http://swc2017.aksw.org/task2/dataset/3820937,0,1,38
http://swc2017.aksw.org/task2/dataset/3821011,0,2,3191
http://swc2017.aksw.org/task2/dataset/3821077,0,0,0
http://swc2017.aksw.org/task2/dataset/3821268,0,0,32
http://swc2017.aksw.org/task2/dataset/3821281,0,0,5235
http://swc2017.aksw.org/task2/dataset/3821360,1,2,25
http://swc2017.aksw.org/task2/dataset/3821409,0,0,101
http://swc2017.aksw.org/task2/dataset/3821469,0,1,0
http://swc2017.aksw.org/task2/dataset/3821565,0,1,5
http://swc2017.aksw.org/task2/dataset/3821688,0,0,0
http://swc2017.aksw.org/task2/dataset/3822808,0,0,432
http://swc2017.aksw.org/task2/dataset/3823055,1,1,1
http://swc2017.aksw.org/task2/dataset/3823508,0,0,35
http://swc2017.aksw.org/task2/dataset/3823591,0,1,284
http://swc2017.aksw.org/task2/dataset/3824208,0,2,12666
http://swc2017.aksw.org/task2/dataset/3824242,0,0,595
http://swc2017.aksw.org/task2/dataset/3824280,0,0,254
http://swc2017.aksw.org/task2/dataset/3824435,0,0,5876
http://swc2017.aksw.org/task2/dataset/3824495,0,0,253
http://swc2017.aksw.org/task2/dataset/3826154,1,3,1
http://swc2017.aksw.org/task2/dataset/3826772,1,1,7
http://swc2017.aksw.org/task2/dataset/3827375,0,0,44
http://swc2017.aksw.org/task2/dataset/3827571,0,1,0
http://swc2017.aksw.org/task2/dataset/3827697,1,1,302
http://swc2017.aksw.org/task2/dataset/3827827,0,0,19
http://swc2017.aksw.org/task2/dataset/3828206,1,1,62
http://swc2017.aksw.org/task2/dataset/3828230,0,0,0
http://swc2017.aksw.org/task2/dataset/3828319,0,0,9
http://swc2017.aksw.org/task2/dataset/3828475,0,3,0
http://swc2017.aksw.org/task2/dataset/3829132,0,0,657
http://swc2017.aksw.org/task2/dataset/3829525,0,0,7074
http://swc2017.aksw.org/task2/dataset/3829771,1,1,465
http://swc2017.aksw.org/task2/dataset/3829867,0,1,0
http://swc2017.aksw.org/task2/dataset/3830011,1,2,276
http://swc2017.aksw.org/task2/dataset/3830651,0,0,0
http://swc2017.aksw.org/task2/dataset/3830854,0,1,9677
http://swc2017.aksw.org/task2/dataset/3831092,1,1,29
http://swc2017.aksw.org/task2/dataset/3831772,0,1,441
http://swc2017.aksw.org/task2/dataset/3831784,0,1,138
http://swc2017.aksw.org/task2/dataset/3832341,0,0,0
http://swc2017.aksw.org/task2/dataset/3832346,0,0,168
http://swc2017.aksw.org/task2/dataset/3832413,0,0,0
http://swc2017.aksw.org/task2/dataset/3832583,0,0,6566
http://swc2017.aksw.org/task2/dataset/3833011,0,0,0
http://swc2017.aksw.org/task2/dataset/3833133,1,1,57
http://swc2017.aksw.org/task2/dataset/3833157,0,0,5235
http://swc2017.aksw.org/task2/dataset/3833845,0,2,0
http://swc2017.aksw.org/task2/dataset/3834404,0,1,0
http://swc2017.aksw.org/task2/dataset/3834895,0,1,0
